date,time,hour_decimal,elapsed_s,lux,raw_irradiance_wm2,glass_corrected_irr_wm2,saturation_flag,blue_channel,temp_c,daytime_flag,thermal_gap_flag,day_id
2026-07-09,01:07:08,1.11889,9,13.33,0.1149,0.1234,0,113,48.0,0,0,2026-07-09
2026-07-09,01:07:18,1.12167,19,13.33,0.1149,0.1234,0,111,48.0,0,0,2026-07-09
2026-07-09,01:07:28,1.12444,29,13.33,0.1149,0.1234,0,131,48.0,0,0,2026-07-09
2026-07-09,01:07:38,1.12722,39,13.33,0.1149,0.1234,0,130,48.0,0,0,2026-07-09
2026-07-09,01:07:48,1.13,49,13.33,0.1149,0.1234,0,130,48.0,0,0,2026-07-09
2026-07-09,01:07:58,1.13278,59,13.33,0.1149,0.1234,0,134,49.0,0,0,2026-07-09
2026-07-09,01:08:08,1.13556,69,13.33,0.1149,0.1234,0,133,48.0,0,0,2026-07-09
2026-07-09,01:08:18,1.13833,79,13.33,0.1149,0.1234,0,128,48.0,0,0,2026-07-09
2026-07-09,01:08:28,1.14111,89,13.33,0.1149,0.1234,0,131,48.0,0,0,2026-07-09
2026-07-09,01:08:38,1.14389,99,13.33,0.1149,0.1234,0,119,48.0,0,0,2026-07-09
2026-07-09,09:32:15,9.5375,8,0.0,0.0,0.0,0,119,32.0,0,0,2026-07-09
2026-07-09,09:32:25,9.54028,18,0.0,0.0,0.0,0,120,33.0,0,0,2026-07-09
2026-07-09,09:32:35,9.54306,28,3.33,0.0287,0.0308,0,111,35.0,0,0,2026-07-09
2026-07-09,09:32:45,9.54583,38,6.67,0.0575,0.0617,0,114,36.0,0,0,2026-07-09
2026-07-09,09:32:55,9.54861,48,16.67,0.1437,0.1543,0,121,36.0,0,0,2026-07-09
2026-07-09,09:33:05,9.55139,58,16.67,0.1437,0.1543,0,121,37.0,0,0,2026-07-09
2026-07-09,09:33:15,9.55417,68,13.33,0.1149,0.1234,0,124,38.0,0,0,2026-07-09
2026-07-09,09:33:25,9.55694,78,3.33,0.0287,0.0308,0,132,40.0,0,0,2026-07-09
2026-07-09,09:33:35,9.55972,88,13.33,0.1149,0.1234,0,116,40.0,0,0,2026-07-09
2026-07-09,09:33:50,9.56389,103,13.33,0.1149,0.1234,0,116,41.0,0,0,2026-07-09
2026-07-09,09:34:00,9.56667,113,16.67,0.1437,0.1543,0,120,42.0,0,0,2026-07-09
2026-07-09,09:34:16,9.57111,130,16.67,0.1437,0.1543,0,122,42.0,0,0,2026-07-09
2026-07-09,09:34:26,9.57389,140,16.67,0.1437,0.1543,0,115,43.0,0,0,2026-07-09
2026-07-09,09:34:36,9.57667,150,16.67,0.1437,0.1543,0,121,43.0,0,0,2026-07-09
2026-07-09,09:34:46,9.57944,160,16.67,0.1437,0.1543,0,118,44.0,0,0,2026-07-09
2026-07-09,09:34:56,9.58222,170,16.67,0.1437,0.1543,0,115,44.0,0,0,2026-07-09
2026-07-09,09:35:07,9.58528,180,16.67,0.1437,0.1543,0,115,45.0,0,0,2026-07-09
2026-07-09,09:35:17,9.58806,190,16.67,0.1437,0.1543,0,117,45.0,0,0,2026-07-09
2026-07-09,09:35:27,9.59083,200,16.67,0.1437,0.1543,0,115,46.0,0,0,2026-07-09
2026-07-09,09:35:37,9.59361,210,16.67,0.1437,0.1543,0,117,46.0,0,0,2026-07-09
2026-07-09,09:36:04,9.60111,10,20.0,0.1724,0.1851,0,126,46.0,0,0,2026-07-09
2026-07-09,09:36:14,9.60389,20,20.0,0.1724,0.1851,0,125,46.0,0,0,2026-07-09
2026-07-09,09:36:24,9.60667,30,20.0,0.1724,0.1851,0,114,47.0,0,0,2026-07-09
2026-07-09,09:36:38,9.61056,44,20.0,0.1724,0.1851,0,115,47.0,0,0,2026-07-09
2026-07-09,09:36:48,9.61333,54,16.67,0.1437,0.1543,0,115,47.0,0,0,2026-07-09
2026-07-09,09:36:58,9.61611,64,16.67,0.1437,0.1543,0,122,48.0,0,0,2026-07-09
2026-07-09,09:37:08,9.61889,74,16.67,0.1437,0.1543,0,120,48.0,0,0,2026-07-09
2026-07-09,09:37:18,9.62167,84,16.67,0.1437,0.1543,0,119,49.0,0,0,2026-07-09
2026-07-09,09:37:31,9.62528,98,16.67,0.1437,0.1543,0,123,50.0,0,0,2026-07-09
2026-07-09,09:37:41,9.62806,108,16.67,0.1437,0.1543,0,122,49.0,0,0,2026-07-09
2026-07-09,15:36:14,15.60389,8,53.33,0.4598,0.4937,0,143,31.0,0,0,2026-07-09
2026-07-09,15:36:24,15.60667,18,60.0,0.5172,0.5553,0,128,32.0,0,0,2026-07-09
2026-07-09,15:36:38,15.61056,33,53.33,0.4598,0.4937,0,125,35.0,0,0,2026-07-09
2026-07-09,15:36:48,15.61333,43,53.33,0.4598,0.4937,0,130,36.0,0,0,2026-07-09
2026-07-09,15:36:58,15.61611,53,123.33,1.0632,1.1416,0,129,36.0,0,0,2026-07-09
2026-07-09,15:37:08,15.61889,63,0.0,0.0,0.0,0,125,37.0,0,0,2026-07-09
2026-07-09,15:37:18,15.62167,73,123.33,1.0632,1.1416,0,129,38.0,0,0,2026-07-09
2026-07-09,15:37:28,15.62444,83,123.33,1.0632,1.1416,0,132,39.0,0,0,2026-07-09
2026-07-09,15:37:38,15.62722,93,123.33,1.0632,1.1416,0,126,39.0,0,0,2026-07-09
2026-07-09,15:37:48,15.63,103,123.33,1.0632,1.1416,0,123,40.0,0,0,2026-07-09
2026-07-09,15:37:58,15.63278,113,123.33,1.0632,1.1416,0,125,40.0,0,0,2026-07-09
2026-07-09,15:38:08,15.63556,123,123.33,1.0632,1.1416,0,125,40.0,0,0,2026-07-09
2026-07-09,15:38:18,15.63833,133,123.33,1.0632,1.1416,0,129,41.0,0,0,2026-07-09
2026-07-09,15:38:28,15.64111,143,123.33,1.0632,1.1416,0,128,42.0,0,0,2026-07-09
2026-07-09,15:38:38,15.64389,153,123.33,1.0632,1.1416,0,125,42.0,0,0,2026-07-09
2026-07-09,15:38:48,15.64667,163,123.33,1.0632,1.1416,0,128,43.0,0,0,2026-07-09
2026-07-09,15:38:58,15.64944,173,123.33,1.0632,1.1416,0,127,43.0,0,0,2026-07-09
2026-07-09,15:39:08,15.65222,183,123.33,1.0632,1.1416,0,127,43.0,0,0,2026-07-09
2026-07-09,15:39:18,15.655,193,123.33,1.0632,1.1416,0,124,44.0,0,0,2026-07-09
2026-07-09,15:39:28,15.65778,203,123.33,1.0632,1.1416,0,125,44.0,0,0,2026-07-09
2026-07-09,15:39:38,15.66056,213,123.33,1.0632,1.1416,0,126,45.0,0,0,2026-07-09
2026-07-09,15:39:48,15.66333,223,0.0,0.0,0.0,0,130,45.0,0,0,2026-07-09
2026-07-09,15:39:58,15.66611,233,123.33,1.0632,1.1416,0,129,45.0,0,0,2026-07-09
2026-07-09,15:40:08,15.66889,243,123.33,1.0632,1.1416,0,127,46.0,0,0,2026-07-09
2026-07-09,15:40:18,15.67167,253,123.33,1.0632,1.1416,0,127,46.0,0,0,2026-07-09
2026-07-09,15:40:28,15.67444,263,123.33,1.0632,1.1416,0,121,46.0,0,0,2026-07-09
2026-07-09,15:40:38,15.67722,273,123.33,1.0632,1.1416,0,122,46.0,0,0,2026-07-09
2026-07-09,15:40:48,15.68,283,123.33,1.0632,1.1416,0,121,47.0,0,0,2026-07-09
2026-07-09,15:40:58,15.68278,293,123.33,1.0632,1.1416,0,124,46.0,0,0,2026-07-09
2026-07-09,15:41:08,15.68556,303,123.33,1.0632,1.1416,0,123,47.0,0,0,2026-07-09
2026-07-09,15:41:18,15.68833,313,123.33,1.0632,1.1416,0,124,47.0,0,0,2026-07-09
2026-07-09,15:41:28,15.69111,323,123.33,1.0632,1.1416,0,124,47.0,0,0,2026-07-09
2026-07-09,15:41:38,15.69389,333,123.33,1.0632,1.1416,0,123,47.0,0,0,2026-07-09
2026-07-09,15:41:48,15.69667,343,123.33,1.0632,1.1416,0,126,47.0,0,0,2026-07-09
2026-07-09,15:41:58,15.69944,353,123.33,1.0632,1.1416,0,125,47.0,0,0,2026-07-09
2026-07-09,15:42:08,15.70222,363,123.33,1.0632,1.1416,0,128,47.0,0,0,2026-07-09
2026-07-09,15:42:18,15.705,373,123.33,1.0632,1.1416,0,124,47.0,0,0,2026-07-09
2026-07-09,15:42:28,15.70778,383,123.33,1.0632,1.1416,0,121,48.0,0,0,2026-07-09
2026-07-09,15:42:38,15.71056,393,123.33,1.0632,1.1416,0,126,48.0,0,0,2026-07-09
2026-07-09,15:42:48,15.71333,403,123.33,1.0632,1.1416,0,123,48.0,0,0,2026-07-09
2026-07-09,15:48:57,15.81583,8,60.0,0.5172,0.5553,0,137,35.0,0,0,2026-07-09
2026-07-09,15:49:07,15.81861,18,60.0,0.5172,0.5553,0,128,37.0,0,0,2026-07-09
2026-07-09,15:49:32,15.82556,43,60.0,0.5172,0.5553,0,133,40.0,0,0,2026-07-09
2026-07-09,15:49:42,15.82833,53,60.0,0.5172,0.5553,0,131,40.0,0,0,2026-07-09
2026-07-09,15:49:53,15.83139,64,60.0,0.5172,0.5553,0,127,41.0,0,0,2026-07-09
2026-07-09,15:50:03,15.83417,74,60.0,0.5172,0.5553,0,130,41.0,0,0,2026-07-09
2026-07-09,15:50:13,15.83694,84,60.0,0.5172,0.5553,0,134,41.0,0,0,2026-07-09
2026-07-09,15:50:23,15.83972,94,60.0,0.5172,0.5553,0,127,42.0,0,0,2026-07-09
2026-07-09,15:50:33,15.8425,104,0.0,0.0,0.0,0,132,42.0,0,0,2026-07-09
2026-07-09,15:50:43,15.84528,114,0.0,0.0,0.0,0,152,43.0,0,0,2026-07-09
2026-07-09,15:51:22,15.85611,8,3573.33,30.8046,33.0749,0,253,43.0,1,0,2026-07-09
2026-07-09,15:51:36,15.86,21,3556.67,30.6609,32.9206,0,128,43.0,1,0,2026-07-09
2026-07-09,15:51:46,15.86278,31,3543.33,30.546,32.7972,0,129,44.0,1,0,2026-07-09
2026-07-09,15:51:56,15.86556,41,3530.0,30.431,32.6738,0,130,44.0,1,0,2026-07-09
2026-07-09,15:52:06,15.86833,51,3520.0,30.3448,32.5812,0,129,45.0,1,0,2026-07-09
2026-07-09,15:52:16,15.87111,61,3520.0,30.3448,32.5812,0,126,45.0,1,0,2026-07-09
2026-07-09,15:52:26,15.87389,71,3520.0,30.3448,32.5812,0,129,45.0,1,0,2026-07-09
2026-07-09,15:52:36,15.87667,81,3520.0,30.3448,32.5812,0,127,46.0,1,0,2026-07-09
2026-07-09,15:52:46,15.87944,91,3520.0,30.3448,32.5812,0,129,46.0,1,0,2026-07-09
2026-07-09,15:52:56,15.88222,101,3520.0,30.3448,32.5812,0,129,46.0,1,0,2026-07-09
2026-07-09,23:07:54,23.13167,8,10.0,0.0862,0.0926,0,118,36.0,0,0,2026-07-09
2026-07-09,23:08:04,23.13444,18,10.0,0.0862,0.0926,0,127,37.0,0,0,2026-07-09
2026-07-09,23:08:14,23.13722,28,10.0,0.0862,0.0926,0,133,38.0,0,0,2026-07-09
2026-07-09,23:08:24,23.14,38,10.0,0.0862,0.0926,0,132,39.0,0,0,2026-07-09
2026-07-09,23:18:46,23.31278,9,0.0,0.0,0.0,0,114,44.0,0,0,2026-07-09
2026-07-10,05:00:05,5.00139,0,13.33,0.1149,0.1234,0,115,30.0,0,0,2026-07-10
2026-07-10,05:00:14,5.00389,10,13.33,0.1149,0.1234,0,156,29.0,0,0,2026-07-10
2026-07-10,05:00:24,5.00667,20,13.33,0.1149,0.1234,0,125,28.0,0,0,2026-07-10
2026-07-10,05:00:34,5.00944,30,13.33,0.1149,0.1234,0,123,29.0,0,0,2026-07-10
2026-07-10,05:00:44,5.01222,40,13.33,0.1149,0.1234,0,126,29.0,0,0,2026-07-10
2026-07-10,05:00:54,5.015,50,16.67,0.1437,0.1543,0,125,28.0,0,0,2026-07-10
2026-07-10,05:01:04,5.01778,60,13.33,0.1149,0.1234,0,119,28.0,0,0,2026-07-10
2026-07-10,05:01:14,5.02056,70,16.67,0.1437,0.1543,0,128,28.0,0,0,2026-07-10
2026-07-10,05:01:24,5.02333,80,16.67,0.1437,0.1543,0,129,29.0,0,0,2026-07-10
2026-07-10,05:01:34,5.02611,90,16.67,0.1437,0.1543,0,135,28.0,0,0,2026-07-10
2026-07-10,05:01:44,5.02889,100,16.67,0.1437,0.1543,0,140,28.0,0,0,2026-07-10
2026-07-10,05:01:54,5.03167,110,20.0,0.1724,0.1851,0,148,28.0,0,0,2026-07-10
2026-07-10,05:02:04,5.03444,120,20.0,0.1724,0.1851,0,149,28.0,0,0,2026-07-10
2026-07-10,05:02:14,5.03722,130,20.0,0.1724,0.1851,0,158,28.0,0,0,2026-07-10
2026-07-10,05:02:24,5.04,140,20.0,0.1724,0.1851,0,159,29.0,0,0,2026-07-10
2026-07-10,05:02:34,5.04278,150,23.33,0.2011,0.2159,0,132,29.0,0,0,2026-07-10
2026-07-10,05:02:44,5.04556,160,23.33,0.2011,0.2159,0,125,29.0,0,0,2026-07-10
2026-07-10,05:02:54,5.04833,170,26.67,0.2299,0.2468,0,132,28.0,0,0,2026-07-10
2026-07-10,05:03:04,5.05111,180,26.67,0.2299,0.2468,0,132,28.0,0,0,2026-07-10
2026-07-10,05:03:14,5.05389,190,30.0,0.2586,0.2777,0,132,28.0,0,0,2026-07-10
2026-07-10,05:03:24,5.05667,200,30.0,0.2586,0.2777,0,132,28.0,0,0,2026-07-10
2026-07-10,05:03:34,5.05944,210,30.0,0.2586,0.2777,0,125,28.0,0,0,2026-07-10
2026-07-10,05:03:43,5.06194,220,30.0,0.2586,0.2777,0,127,28.0,0,0,2026-07-10
2026-07-10,05:03:53,5.06472,230,33.33,0.2874,0.3086,0,127,28.0,0,0,2026-07-10
2026-07-10,05:04:03,5.0675,240,33.33,0.2874,0.3086,0,128,28.0,0,0,2026-07-10
2026-07-10,05:04:13,5.07028,250,33.33,0.2874,0.3086,0,131,28.0,0,0,2026-07-10
2026-07-10,05:04:23,5.07306,260,33.33,0.2874,0.3086,0,129,29.0,0,0,2026-07-10
2026-07-10,05:04:33,5.07583,270,36.67,0.3161,0.3394,0,128,29.0,0,0,2026-07-10
2026-07-10,05:04:43,5.07861,280,36.67,0.3161,0.3394,0,129,28.0,0,0,2026-07-10
2026-07-10,05:04:53,5.08139,290,40.0,0.3448,0.3702,0,128,29.0,0,0,2026-07-10
2026-07-10,05:05:03,5.08417,300,36.67,0.3161,0.3394,0,138,29.0,0,0,2026-07-10
2026-07-10,05:05:13,5.08694,310,40.0,0.3448,0.3702,0,128,28.0,0,0,2026-07-10
2026-07-10,05:05:23,5.08972,320,40.0,0.3448,0.3702,0,128,29.0,0,0,2026-07-10
2026-07-10,05:05:33,5.0925,330,40.0,0.3448,0.3702,0,130,29.0,0,0,2026-07-10
2026-07-10,05:05:43,5.09528,340,40.0,0.3448,0.3702,0,129,29.0,0,0,2026-07-10
2026-07-10,05:05:53,5.09806,350,43.33,0.3736,0.4011,0,130,29.0,0,0,2026-07-10
2026-07-10,05:06:03,5.10083,360,43.33,0.3736,0.4011,0,128,28.0,0,0,2026-07-10
2026-07-10,05:06:13,5.10361,370,46.67,0.4023,0.4319,0,134,28.0,0,0,2026-07-10
2026-07-10,05:06:23,5.10639,380,46.67,0.4023,0.4319,0,122,29.0,0,0,2026-07-10
2026-07-10,05:06:33,5.10917,390,50.0,0.431,0.4628,0,134,29.0,0,0,2026-07-10
2026-07-10,05:06:43,5.11194,400,50.0,0.431,0.4628,0,136,29.0,0,0,2026-07-10
2026-07-10,05:06:53,5.11472,410,53.33,0.4598,0.4937,0,125,28.0,0,0,2026-07-10
2026-07-10,05:07:03,5.1175,420,53.33,0.4598,0.4937,0,125,29.0,0,0,2026-07-10
2026-07-10,05:07:13,5.12028,430,56.67,0.4885,0.5245,0,129,29.0,0,0,2026-07-10
2026-07-10,05:07:23,5.12306,440,56.67,0.4885,0.5245,0,128,28.0,0,0,2026-07-10
2026-07-10,05:07:33,5.12583,450,60.0,0.5172,0.5553,0,134,29.0,0,0,2026-07-10
2026-07-10,05:07:43,5.12861,460,60.0,0.5172,0.5553,0,132,29.0,0,0,2026-07-10
2026-07-10,05:07:53,5.13139,470,63.33,0.546,0.5862,0,135,29.0,0,0,2026-07-10
2026-07-10,05:08:03,5.13417,480,66.67,0.5747,0.6171,0,131,29.0,0,0,2026-07-10
2026-07-10,05:08:13,5.13694,490,70.0,0.6034,0.6479,0,128,29.0,0,0,2026-07-10
2026-07-10,05:08:23,5.13972,500,70.0,0.6034,0.6479,0,128,29.0,0,0,2026-07-10
2026-07-10,05:08:33,5.1425,510,73.33,0.6322,0.6788,0,132,29.0,0,0,2026-07-10
2026-07-10,05:08:43,5.14528,520,73.33,0.6322,0.6788,0,123,29.0,0,0,2026-07-10
2026-07-10,05:08:53,5.14806,530,73.33,0.6322,0.6788,0,132,29.0,0,0,2026-07-10
2026-07-10,05:09:03,5.15083,540,76.67,0.6609,0.7096,0,131,29.0,0,0,2026-07-10
2026-07-10,05:09:13,5.15361,550,80.0,0.6897,0.7405,0,131,28.0,0,0,2026-07-10
2026-07-10,05:09:23,5.15639,560,80.0,0.6897,0.7405,0,127,28.0,0,0,2026-07-10
2026-07-10,05:09:33,5.15917,570,80.0,0.6897,0.7405,0,125,29.0,0,0,2026-07-10
2026-07-10,05:09:43,5.16194,580,80.0,0.6897,0.7405,0,130,28.0,0,0,2026-07-10
2026-07-10,05:09:53,5.16472,590,83.33,0.7184,0.7713,0,129,29.0,0,0,2026-07-10
2026-07-10,05:10:03,5.1675,600,83.33,0.7184,0.7713,0,130,29.0,0,0,2026-07-10
2026-07-10,05:10:13,5.17028,610,83.33,0.7184,0.7713,0,128,29.0,0,0,2026-07-10
2026-07-10,05:10:23,5.17306,620,83.33,0.7184,0.7713,0,129,29.0,0,0,2026-07-10
2026-07-10,05:10:33,5.17583,630,86.67,0.7471,0.8022,0,132,29.0,0,0,2026-07-10
2026-07-10,05:10:43,5.17861,640,86.67,0.7471,0.8022,0,126,29.0,0,0,2026-07-10
2026-07-10,05:10:53,5.18139,650,86.67,0.7471,0.8022,0,135,29.0,0,0,2026-07-10
2026-07-10,05:11:03,5.18417,660,86.67,0.7471,0.8022,0,128,29.0,0,0,2026-07-10
2026-07-10,05:11:13,5.18694,670,90.0,0.7759,0.8331,0,125,29.0,0,0,2026-07-10
2026-07-10,05:11:23,5.18972,680,90.0,0.7759,0.8331,0,130,29.0,0,0,2026-07-10
2026-07-10,05:11:33,5.1925,690,93.33,0.8046,0.8639,0,128,28.0,0,0,2026-07-10
2026-07-10,05:11:43,5.19528,700,96.67,0.8333,0.8947,0,134,29.0,0,0,2026-07-10
2026-07-10,05:11:53,5.19806,710,96.67,0.8333,0.8947,0,126,29.0,0,0,2026-07-10
2026-07-10,05:12:03,5.20083,720,100.0,0.8621,0.9256,0,134,29.0,0,0,2026-07-10
2026-07-10,05:12:13,5.20361,730,100.0,0.8621,0.9256,0,134,29.0,0,0,2026-07-10
2026-07-10,05:12:23,5.20639,740,100.0,0.8621,0.9256,0,123,29.0,0,0,2026-07-10
2026-07-10,05:12:33,5.20917,750,100.0,0.8621,0.9256,0,135,29.0,0,0,2026-07-10
2026-07-10,05:12:43,5.21194,760,100.0,0.8621,0.9256,0,122,29.0,0,0,2026-07-10
2026-07-10,05:12:53,5.21472,770,100.0,0.8621,0.9256,0,124,29.0,0,0,2026-07-10
2026-07-10,05:13:03,5.2175,780,100.0,0.8621,0.9256,0,130,29.0,0,0,2026-07-10
2026-07-10,05:13:13,5.22028,790,100.0,0.8621,0.9256,0,128,29.0,0,0,2026-07-10
2026-07-10,05:13:23,5.22306,800,100.0,0.8621,0.9256,0,127,29.0,0,0,2026-07-10
2026-07-10,05:13:33,5.22583,810,103.33,0.8908,0.9565,0,128,29.0,0,0,2026-07-10
2026-07-10,05:13:43,5.22861,820,103.33,0.8908,0.9565,0,127,29.0,0,0,2026-07-10
2026-07-10,05:13:53,5.23139,830,106.67,0.9195,0.9873,0,132,29.0,0,0,2026-07-10
2026-07-10,05:14:03,5.23417,840,110.0,0.9483,1.0182,0,123,29.0,0,0,2026-07-10
2026-07-10,05:14:13,5.23694,850,113.33,0.977,1.049,0,127,29.0,0,0,2026-07-10
2026-07-10,05:14:22,5.23944,860,116.67,1.0057,1.0798,0,124,29.0,0,0,2026-07-10
2026-07-10,05:14:32,5.24222,870,123.33,1.0632,1.1416,0,127,29.0,0,0,2026-07-10
2026-07-10,05:14:42,5.245,880,126.67,1.092,1.1725,0,127,29.0,0,0,2026-07-10
2026-07-10,05:14:52,5.24778,890,130.0,1.1207,1.2033,0,128,29.0,0,0,2026-07-10
2026-07-10,05:15:02,5.25056,900,133.33,1.1494,1.2341,0,135,29.0,0,0,2026-07-10
2026-07-10,05:15:12,5.25333,910,136.67,1.1782,1.265,0,133,29.0,0,0,2026-07-10
2026-07-10,05:15:22,5.25611,920,140.0,1.2069,1.2958,0,128,29.0,0,0,2026-07-10
2026-07-10,05:15:32,5.25889,930,146.67,1.2644,1.3576,0,129,29.0,0,0,2026-07-10
2026-07-10,05:15:42,5.26167,940,153.33,1.3218,1.4192,0,129,29.0,0,0,2026-07-10
2026-07-10,05:15:52,5.26444,950,160.0,1.3793,1.481,0,130,29.0,0,0,2026-07-10
2026-07-10,05:16:02,5.26722,960,163.33,1.408,1.5118,0,124,29.0,0,0,2026-07-10
2026-07-10,05:16:12,5.27,970,170.0,1.4655,1.5735,0,126,29.0,0,0,2026-07-10
2026-07-10,05:16:22,5.27278,980,176.67,1.523,1.6352,0,133,29.0,0,0,2026-07-10
2026-07-10,05:16:32,5.27556,990,186.67,1.6092,1.7278,0,130,29.0,0,0,2026-07-10
2026-07-10,05:16:42,5.27833,1000,190.0,1.6379,1.7586,0,135,29.0,0,0,2026-07-10
2026-07-10,05:16:52,5.28111,1010,196.67,1.6954,1.8204,0,127,29.0,0,0,2026-07-10
2026-07-10,05:17:02,5.28389,1020,203.33,1.7529,1.8821,0,125,29.0,0,0,2026-07-10
2026-07-10,05:17:12,5.28667,1030,206.67,1.7816,1.9129,0,132,29.0,0,0,2026-07-10
2026-07-10,05:17:22,5.28944,1040,210.0,1.8103,1.9437,0,125,29.0,0,0,2026-07-10
2026-07-10,05:17:32,5.29222,1050,213.33,1.8391,1.9746,0,133,29.0,0,0,2026-07-10
2026-07-10,05:17:42,5.295,1060,213.33,1.8391,1.9746,0,125,29.0,0,0,2026-07-10
2026-07-10,05:17:52,5.29778,1070,216.67,1.8678,2.0055,0,133,29.0,0,0,2026-07-10
2026-07-10,05:18:02,5.30056,1080,223.33,1.9253,2.0672,0,128,29.0,0,0,2026-07-10
2026-07-10,05:18:12,5.30333,1090,226.67,1.954,2.098,0,133,29.0,0,0,2026-07-10
2026-07-10,05:18:22,5.30611,1100,230.0,1.9828,2.1289,0,134,29.0,0,0,2026-07-10
2026-07-10,05:18:32,5.30889,1110,233.33,2.0115,2.1597,0,132,29.0,0,0,2026-07-10
2026-07-10,05:18:42,5.31167,1120,236.67,2.0402,2.1906,0,129,29.0,0,0,2026-07-10
2026-07-10,05:18:52,5.31444,1130,243.33,2.0977,2.2523,0,125,29.0,0,0,2026-07-10
2026-07-10,05:19:02,5.31722,1140,246.67,2.1264,2.2831,0,125,29.0,0,0,2026-07-10
2026-07-10,05:19:12,5.32,1150,253.33,2.1839,2.3449,0,128,29.0,0,0,2026-07-10
2026-07-10,05:19:22,5.32278,1160,256.67,2.2126,2.3757,0,131,29.0,0,0,2026-07-10
2026-07-10,05:19:32,5.32556,1170,260.0,2.2414,2.4066,0,130,29.0,0,0,2026-07-10
2026-07-10,05:19:42,5.32833,1180,263.33,2.2701,2.4374,0,128,29.0,0,0,2026-07-10
2026-07-10,05:19:52,5.33111,1190,263.33,2.2701,2.4374,0,131,29.0,0,0,2026-07-10
2026-07-10,05:20:02,5.33389,1200,263.33,2.2701,2.4374,0,121,29.0,0,0,2026-07-10
2026-07-10,05:20:12,5.33667,1210,266.67,2.2989,2.4683,0,130,29.0,0,0,2026-07-10
2026-07-10,05:20:22,5.33944,1220,263.33,2.2701,2.4374,0,130,29.0,0,0,2026-07-10
2026-07-10,05:20:32,5.34222,1230,266.67,2.2989,2.4683,0,129,29.0,0,0,2026-07-10
2026-07-10,05:20:42,5.345,1240,263.33,2.2701,2.4374,0,129,29.0,0,0,2026-07-10
2026-07-10,05:20:52,5.34778,1250,263.33,2.2701,2.4374,0,129,29.0,0,0,2026-07-10
2026-07-10,05:21:02,5.35056,1260,263.33,2.2701,2.4374,0,129,29.0,0,0,2026-07-10
2026-07-10,05:21:12,5.35333,1270,263.33,2.2701,2.4374,0,128,29.0,0,0,2026-07-10
2026-07-10,05:21:22,5.35611,1280,260.0,2.2414,2.4066,0,131,29.0,0,0,2026-07-10
2026-07-10,05:21:32,5.35889,1290,263.33,2.2701,2.4374,0,140,29.0,0,0,2026-07-10
2026-07-10,05:21:42,5.36167,1300,263.33,2.2701,2.4374,0,131,29.0,0,0,2026-07-10
2026-07-10,05:21:52,5.36444,1310,263.33,2.2701,2.4374,0,123,29.0,0,0,2026-07-10
2026-07-10,05:22:02,5.36722,1320,263.33,2.2701,2.4374,0,131,29.0,0,0,2026-07-10
2026-07-10,05:22:12,5.37,1330,263.33,2.2701,2.4374,0,128,29.0,0,0,2026-07-10
2026-07-10,05:22:22,5.37278,1340,263.33,2.2701,2.4374,0,129,29.0,0,0,2026-07-10
2026-07-10,05:22:32,5.37556,1350,263.33,2.2701,2.4374,0,131,29.0,0,0,2026-07-10
2026-07-10,05:22:42,5.37833,1360,263.33,2.2701,2.4374,0,124,29.0,0,0,2026-07-10
2026-07-10,05:22:52,5.38111,1370,263.33,2.2701,2.4374,0,129,29.0,0,0,2026-07-10
2026-07-10,05:23:02,5.38389,1380,266.67,2.2989,2.4683,0,123,29.0,0,0,2026-07-10
2026-07-10,05:23:12,5.38667,1390,266.67,2.2989,2.4683,0,128,29.0,0,0,2026-07-10
2026-07-10,05:23:22,5.38944,1400,270.0,2.3276,2.4991,0,137,29.0,0,0,2026-07-10
2026-07-10,05:23:32,5.39222,1410,276.67,2.3851,2.5609,0,124,29.0,0,0,2026-07-10
2026-07-10,05:23:42,5.395,1420,280.0,2.4138,2.5917,0,121,29.0,0,0,2026-07-10
2026-07-10,05:23:52,5.39778,1430,286.67,2.4713,2.6534,0,122,29.0,0,0,2026-07-10
2026-07-10,05:24:02,5.40056,1440,290.0,2.5,2.6843,0,121,29.0,0,0,2026-07-10
2026-07-10,05:24:12,5.40333,1450,290.0,2.5,2.6843,0,130,29.0,0,0,2026-07-10
2026-07-10,05:24:22,5.40611,1460,286.67,2.4713,2.6534,0,126,29.0,0,0,2026-07-10
2026-07-10,05:24:31,5.40861,1470,283.33,2.4425,2.6225,0,136,29.0,0,0,2026-07-10
2026-07-10,05:24:41,5.41139,1480,280.0,2.4138,2.5917,0,135,29.0,0,0,2026-07-10
2026-07-10,05:24:51,5.41417,1490,276.67,2.3851,2.5609,0,129,29.0,0,0,2026-07-10
2026-07-10,05:25:01,5.41694,1500,276.67,2.3851,2.5609,0,135,29.0,0,0,2026-07-10
2026-07-10,05:25:11,5.41972,1510,280.0,2.4138,2.5917,0,130,29.0,0,0,2026-07-10
2026-07-10,05:25:21,5.4225,1520,283.33,2.4425,2.6225,0,124,29.0,0,0,2026-07-10
2026-07-10,05:25:31,5.42528,1530,283.33,2.4425,2.6225,0,134,29.0,0,0,2026-07-10
2026-07-10,05:25:41,5.42806,1540,286.67,2.4713,2.6534,0,123,29.0,0,0,2026-07-10
2026-07-10,05:25:51,5.43083,1550,290.0,2.5,2.6843,0,131,29.0,0,0,2026-07-10
2026-07-10,05:26:01,5.43361,1560,296.67,2.5575,2.746,0,124,29.0,0,0,2026-07-10
