loss,mae,val_loss,val_mae,learning_rate
0.022993963211774826,0.12062244862318039,0.01360144279897213,0.08982978016138077,0.0010000000474974513
0.007170958444476128,0.06882508844137192,0.008153521455824375,0.07792134582996368,0.0010000000474974513
0.005471456795930862,0.060302093625068665,0.005521077197045088,0.06316064298152924,0.0010000000474974513
0.004101314581930637,0.0505644828081131,0.0033137649297714233,0.046657681465148926,0.0010000000474974513
0.0035973063204437494,0.04454195126891136,0.002995298709720373,0.04279927909374237,0.0010000000474974513
0.003531727008521557,0.043433018028736115,0.0029141835402697325,0.04201250895857811,0.0010000000474974513
0.0034742134157568216,0.042782947421073914,0.0028303214348852634,0.04121128469705582,0.0010000000474974513
0.0034093584399670362,0.04203418642282486,0.0027433568611741066,0.04022394120693207,0.0010000000474974513
0.0033454415388405323,0.0412273034453392,0.00264553539454937,0.039057716727256775,0.0010000000474974513
0.0032795406877994537,0.04032967984676361,0.00252467580139637,0.03770992532372475,0.0010000000474974513
0.003208485199138522,0.03929606080055237,0.0023792246356606483,0.03627799451351166,0.0010000000474974513
0.0031324089504778385,0.03808271139860153,0.002234287094324827,0.03474074602127075,0.0010000000474974513
0.0030530511867254972,0.03675133362412453,0.002114434726536274,0.03317634016275406,0.0010000000474974513
0.0029775311704725027,0.03552735969424248,0.0020452463068068027,0.03221511095762253,0.0010000000474974513
0.0029184618033468723,0.034799378365278244,0.0020359503105282784,0.03197779506444931,0.0010000000474974513
0.0028820468578487635,0.03459402173757553,0.0020488183945417404,0.032167885452508926,0.0010000000474974513
0.002862374996766448,0.034552622586488724,0.002054413314908743,0.032349780201911926,0.0010000000474974513
0.0028168957214802504,0.03417851775884628,0.002125077648088336,0.03252028673887253,0.0005000000237487257
0.00281481072306633,0.03414294123649597,0.0021152840927243233,0.03239186853170395,0.0005000000237487257
0.002806976204738021,0.034052085131406784,0.002106573898345232,0.032283294945955276,0.0005000000237487257
0.002799682319164276,0.033959388732910156,0.0020956897642463446,0.032180964946746826,0.0005000000237487257
0.0027872149366885424,0.03382859006524086,0.0020252654794603586,0.031980499625205994,0.0002500000118743628
0.0027859664987772703,0.033801112323999405,0.0020221672020852566,0.031907130032777786,0.0002500000118743628
0.0027823222335428,0.03374540060758591,0.0020187320187687874,0.031838640570640564,0.0002500000118743628
0.002778807422146201,0.033690452575683594,0.002015060978010297,0.03176935762166977,0.0002500000118743628
0.0027691491413861513,0.03362312912940979,0.0019267932511866093,0.031144527718424797,0.0001250000059371814
0.0027622664347290993,0.033550914376974106,0.0019240997498854995,0.03110671043395996,0.0001250000059371814
0.0027605679351836443,0.03352116793394089,0.0019213351188227534,0.03107023611664772,0.0001250000059371814
0.002758903196081519,0.03349257633090019,0.0019187206635251641,0.03103591687977314,0.0001250000059371814
0.0027572293765842915,0.033463988453149796,0.0019161206437274814,0.03100232034921646,0.0001250000059371814
0.00274985795840621,0.03338177502155304,0.0018941379385069013,0.030776839703321457,6.25000029685907e-05
0.0027480171993374825,0.03334907442331314,0.0018922534072771668,0.030752813443541527,6.25000029685907e-05
0.0027471270877867937,0.0333344042301178,0.0018904773751273751,0.030730171129107475,6.25000029685907e-05
0.002746225567534566,0.03331887722015381,0.0018887713085860014,0.03070785105228424,6.25000029685907e-05
0.0027426411397755146,0.03328563645482063,0.0018895409302785993,0.03057813085615635,3.125000148429535e-05
0.002741945208981633,0.033269986510276794,0.0018877238035202026,0.03056338243186474,3.125000148429535e-05
0.002741484437137842,0.03326204791665077,0.0018866792088374496,0.030550677329301834,3.125000148429535e-05
0.0027410134207457304,0.03325386345386505,0.001885735196992755,0.03053823672235012,3.125000148429535e-05
0.0027393170166760683,0.03323688358068466,0.0018876029644161463,0.030493566766381264,1.5625000742147677e-05
0.0027390194591134787,0.033232901245355606,0.0018870678031817079,0.030485928058624268,1.5625000742147677e-05
0.002738773124292493,0.03322865441441536,0.0018865345045924187,0.03047921322286129,1.5625000742147677e-05
0.0027385284192860126,0.03322434425354004,0.0018860260024666786,0.030472587794065475,1.5625000742147677e-05
0.002737682079896331,0.0332171805202961,0.001886610290966928,0.03045930527150631,7.812500371073838e-06
0.002737537259235978,0.03321564570069313,0.001886374899186194,0.030456718057394028,7.812500371073838e-06
0.0027374117635190487,0.03321351855993271,0.0018861499847844243,0.030453387647867203,7.812500371073838e-06
0.0027372848708182573,0.033211372792720795,0.0018859138945117593,0.03044998273253441,7.812500371073838e-06
