loss,mae,val_loss,val_mae,learning_rate
0.03477602079510689,0.15100990235805511,0.02186851017177105,0.11027827858924866,0.0010000000474974513
0.0085296044126153,0.07504532486200333,0.008149368688464165,0.07823194563388824,0.0010000000474974513
0.0049120038747787476,0.05593252182006836,0.003780541941523552,0.051076143980026245,0.0010000000474974513
0.0037618603091686964,0.0459090955555439,0.0030144883785396814,0.04357897490262985,0.0010000000474974513
0.003515336662530899,0.043219197541475296,0.0027326191775500774,0.04076855257153511,0.0010000000474974513
0.0033641145564615726,0.04128719121217728,0.0025360784493386745,0.038319721817970276,0.0010000000474974513
0.0032247998751699924,0.03920990601181984,0.0023448143620043993,0.03548119589686394,0.0010000000474974513
0.003082432085648179,0.036747559905052185,0.0021957887802273035,0.03306196630001068,0.0010000000474974513
0.0029715022537857294,0.03496069461107254,0.0021720302756875753,0.03287285938858986,0.0010000000474974513
0.002921764273196459,0.034669484943151474,0.0021807323209941387,0.03312015160918236,0.0010000000474974513
0.002897116355597973,0.03453461080789566,0.0021568979136645794,0.032872218638658524,0.0010000000474974513
0.002879748586565256,0.03435932844877243,0.0021307645365595818,0.03258497640490532,0.0010000000474974513
0.0028327179607003927,0.03394440561532974,0.002131934277713299,0.032440003007650375,0.0005000000237487257
0.0028398202266544104,0.03386993706226349,0.0021267319098114967,0.032356880605220795,0.0005000000237487257
0.002835922408849001,0.03381364420056343,0.0021186366211622953,0.032243262976408005,0.0005000000237487257
0.002832063240930438,0.03375706449151039,0.0021098086144775152,0.032125324010849,0.0005000000237487257
0.0027824868448078632,0.0333310067653656,0.0021333093754947186,0.032037004828453064,0.0002500000118743628
0.0027768320869654417,0.033281512558460236,0.0021248755510896444,0.031947072595357895,0.0002500000118743628
0.002775446977466345,0.033249713480472565,0.002122611505910754,0.03189084306359291,0.0002500000118743628
0.002773809479549527,0.0332171805202961,0.00212067156098783,0.03183497488498688,0.0002500000118743628
0.0027638785541057587,0.033133577555418015,0.0020735186990350485,0.031473785638809204,0.0001250000059371814
0.002765991957858205,0.03314191475510597,0.002074475632980466,0.03145546838641167,0.0001250000059371814
0.002764879260212183,0.03312350809574127,0.002072548493742943,0.031423281878232956,0.0001250000059371814
0.0027634799480438232,0.03310225158929825,0.0020700341556221247,0.03138820454478264,0.0001250000059371814
0.002762055490165949,0.03308037668466568,0.0020671598613262177,0.03135142847895622,0.0001250000059371814
0.0027557681314647198,0.03303641825914383,0.0019619634840637445,0.03072148561477661,6.25000029685907e-05
0.0027504099998623133,0.032984234392642975,0.0019636531360447407,0.03072265535593033,6.25000029685907e-05
0.00275016063824296,0.03297578543424606,0.001963168615475297,0.03070797771215439,6.25000029685907e-05
0.0027497527189552784,0.03296634182333946,0.0019627211149781942,0.030693788081407547,6.25000029685907e-05
0.0027493443340063095,0.03295690938830376,0.0019622419495135546,0.030679279938340187,6.25000029685907e-05
0.002742682583630085,0.03291283920407295,0.0019322378793731332,0.030478112399578094,3.125000148429535e-05
0.0027411985211074352,0.03289160877466202,0.0019300378626212478,0.03045339323580265,3.125000148429535e-05
0.002740907482802868,0.03288491070270538,0.001929170568473637,0.030440600588917732,3.125000148429535e-05
0.002740628318861127,0.03287900984287262,0.0019284308655187488,0.03042876161634922,3.125000148429535e-05
0.0027377193327993155,0.032859429717063904,0.0019232239574193954,0.030393481254577637,1.5625000742147677e-05
0.0027374187484383583,0.032853104174137115,0.001922005321830511,0.03038102388381958,1.5625000742147677e-05
0.002737265545874834,0.03284979611635208,0.001921274815686047,0.030372047796845436,1.5625000742147677e-05
