loss,mae,val_loss,val_mae,learning_rate
0.002737107453867793,0.032846495509147644,0.0019207119476050138,0.03036447800695896,1.5625000742147677e-05
0.002735719783231616,0.03283676505088806,0.0019201117102056742,0.0303592961281538,7.812500371073838e-06
0.0027356292121112347,0.032835137099027634,0.0019194395281374454,0.030353041365742683,7.812500371073838e-06
0.0027355437632650137,0.032833486795425415,0.0019190047169104218,0.03034815564751625,7.812500371073838e-06
0.0027354585472494364,0.03283180296421051,0.0019186517456546426,0.030343778431415558,7.812500371073838e-06
0.0027347838040441275,0.03282675892114639,0.0019185200799256563,0.030342089012265205,3.906250185536919e-06
0.0027347400318831205,0.03282615542411804,0.0019182594260200858,0.030339453369379044,3.906250185536919e-06
0.0027346948627382517,0.03282535821199417,0.0019180331146344543,0.030336979776620865,3.906250185536919e-06
0.002734649693593383,0.03282450884580612,0.00191783276386559,0.030334632843732834,3.906250185536919e-06
0.0027343148831278086,0.03282194584608078,0.0019177580252289772,0.03033366985619068,1.9531250927684596e-06
0.002734291832894087,0.03282163292169571,0.0019176489440724254,0.03033246472477913,1.9531250927684596e-06
0.002734268782660365,0.032821252942085266,0.001917541609145701,0.03033125400543213,1.9531250927684596e-06
0.002734243869781494,0.03282082453370094,0.0019174371846020222,0.030330045148730278,1.9531250927684596e-06
0.002734079957008362,0.03281955420970917,0.0019173899199813604,0.030329478904604912,9.999999974752427e-07
0.002734066918492317,0.03281937167048454,0.0019173359032720327,0.030328860506415367,9.999999974752427e-07
0.0027340545784682035,0.03281916677951813,0.0019172814209014177,0.030328238382935524,9.999999974752427e-07
0.00273404223844409,0.03281895071268082,0.0019172271713614464,0.030327606946229935,9.999999974752427e-07
0.002734029432758689,0.032818738371133804,0.001917172921821475,0.030326973646879196,9.999999974752427e-07
0.002734015928581357,0.0328185148537159,0.0019171207677572966,0.030326349660754204,9.999999974752427e-07
0.002734003122895956,0.03281828761100769,0.0019170674495398998,0.030325723811984062,9.999999974752427e-07
0.0027339907828718424,0.032818060368299484,0.0019170157611370087,0.030325092375278473,9.999999974752427e-07
0.002733976813033223,0.03281782194972038,0.0019169647712260485,0.03032447025179863,9.999999974752427e-07
0.002733963541686535,0.03281758725643158,0.001916914596222341,0.030323851853609085,9.999999974752427e-07
